"Timestamp","Title","Company","Location","Description","URL","Industry","Languages","Education - Degree","Educational Concentration","Audio Related Skills","DSP","Audio Software, Libraries & Frameworks","General Software Skills","Operating Systems","Edit Link"
"2017/07/31 6:07:56 PM AST","Sr. Audio Signal Processing Engineer","Magic Leap"," Sunnyvale, CA","Sr. Audio Signal Processing Engineer
Sunnyvale, CA 


Job Description



You will be working in a challenging environment to invent and develop the next generation of audio processing, rendering and capture technology for mixed reality devices.

Responsibilities:
•Design, prototype, demonstrate and implement innovative audio signal processing technology, including spatial audio rendering, fidelity enhancement, and microphone signal processing
•Collaborate effectively and proactively within a team responsible for the design and deployment of a complex audio subsystem under strict schedule and architectural constraints
•Create clear and thorough documentation for internal and cross-functional reference
•Generate new and unique IP.


Qualifications:

Required:

•Extensive experience (minimum 3 years) in designing and implementing advanced audio signal processing algorithms
•Extensive experience in C/C++ and Matlab
•Solid working knowledge of audio, acoustics, and psychoacoustics
•Experience with professional software design tools and techniques (this means, at a minimum: using software version control systems, performing regular code reviews of your own and/or other people’s code, planning and operating in an Agile/Scrum type environment)

Preferred:
•Spatial audio, artificial reverberation, audio effects/enhancement, virtual/augmented reality
•Acoustic echo cancellation and beam forming, speech processing and recognition, wake-on-voice
•Experience with Android/Linux; Android NDK; Github/Gerrit, Perforce
•Max/MSP, AudioMulch (or similar), Python, Faust, C#
•Game audio: Unity/Unreal engines; Wwise, FMOD, or Fabric middleware; OpenAL, EAX
•Binaural and multichannel audio, Ambisonics, VBAP, object-based immersive audio
•Digital audio workstations, plugin development, sound design/editing
•Experience with technical publication and patent application/prosecution.

Education:
•BA/BS in Computer Science is required
•MS is preferred
","https://www.magicleap.com/#/job-post/716948","Games;Virtual Reality","C++;C;Matlab;Python;C#","Bachelors;Masters","Computer Science","DSP;Speech;Sound Design, Sound Engineering, Acoustics;Spatial Sound, 3D Sound, Higher Order Ambisonics (HOA), Head Related Transfer Functions (HRTF), Stereo Image Separation;Transducers (Microphones, Speakers, etc)","Echo Control;Sound Effects;Reverb","Unreal;Unity;Wwise;FMOD;Max/MSP;AudioMulch;Faust;OpenAL","Prototyping;Patents, IP;Algorithms;Games","Linux;Android","https://docs.google.com/forms/d/e/1FAIpQLSd9q8gDIeBEIVYcRS94fiT5UIIToxiA1iZi60OPgrLLKLm4Ag/viewform?usp=form_confirm&edit2=2_ABaOnucT5GYynwbPz1brhGS6EOyice99gds8W6KfY_I9ge78XF-3bRQL-TzF6g"
"2017/07/31 6:13:10 PM AST","Audio Systems Speech Software Engineer","Magic Leap"," Plantation, FL","Audio Systems Speech Software Engineer
Plantation, FL 


Job Description



You will be working in a challenging environment, on audio speech paths, both hardware, and software, both communications and speech recognition.

Responsibilities:
•End-to-end speech communications
•Maximize intelligibility and MOS scores
•Minimize word error rate
•Maximize intelligibility of text to speech
•Determine optimal microphone signal processing
•Evaluate and maximize performance of different hardware/software combinations
•Evaluation and Integration of 3rd party solutions
•Maximize the overall speech performance
•Verification, design, and development of testing equipment and methods
•Track milestones to ensure performance targets are met at each design gate.
•Coordination of Outside Resources
•Organize support from test labs
•End-to-end testing

Qualifications:
•Experience
◦Proven track record implementing speech subsystems
◦Good knowledge of audio and acoustics
◦Good critical listening skills
◦Exceptional written and verbal communications skills
◦Agile Development Skills
◦Exceptional organizational skills
•Knowledge & Skills
◦Calibrated microphone and speaker measurements
◦Development experience with Linux, Windows, MacOS, and Android
◦Ability to troubleshoot complex hardware/software interactions
◦Ability to quickly determine root cause in the case of unexpected test results
◦Skilled at interfacing audio components including microphones and speakers
◦Extensive experience (minimum 3 years) systems-level programming and debugging for Android and Linux
◦Extensive experience in C/C++
◦Experience in modifying Android Open Source Project (AOSP) 
◦Experience with professional software design tools and techniques desired (this means, at a minimum: using Git, doing regular code reviews or your and other people’s code, and planning and operating in an Agile/Scrum type environment)
◦Experience with other tools include:
◾Matlab
◾Python
◾Android/Linux
◾Git, Perforce
◾Android NDK & OpenSL-ES
◦Experience in audio programming
◦Good knowledge of audio routing within android and Linux
◦Good knowledge of usability testing
•Test Equipment Familiarity
◦Listen, Inc. Soundcheck System
◦Head Acoustics Acqua
•Organizational skills
◦Teamwork, team building, cooperation
•Bonus Skills
◦Psychoacoustics
◦Little Kernel
◦Studio and PA system setup and operation
◦Building and deploying full Linux or Android
◦Max/MSP
◦Unity & Unreal game engines
◦Arduino
◦Labview
◦Computer networking

Education:
•Masters degree or equivalent 
•Min 5 years work experience
","https://www.magicleap.com/#/job-post/507509","Games;Voice / Speech;Virtual Reality","C++;C;Matlab;Python","Masters;Equivalent Experience","","Speech;Sound Design, Sound Engineering, Acoustics;Transducers (Microphones, Speakers, etc);Test Equipment: Digital Scopes","","Unreal;Unity;Max/MSP","Hardware - Embedded, System On a Chip (SoC), Microcontrollers, Driver, Kernel;Testing, TDD, Debugging, Performance Testing;Agile","Linux;Windows;OS X;Android","https://docs.google.com/forms/d/e/1FAIpQLSd9q8gDIeBEIVYcRS94fiT5UIIToxiA1iZi60OPgrLLKLm4Ag/viewform?usp=form_confirm&edit2=2_ABaOnucQJxoKvSAZsLJOcSJgEa07dYmlQ3ehu04uWUA5KT9nUBg0EcMMj6a3bQ"
"2017/07/31 6:37:56 PM AST","Audio Systems Services Software Engineer","Magic Leap"," Plantation, FL","Audio Systems Services Software Engineer
Plantation, FL 


Job Description



You will be working in a challenging environment to implement customized audio signal services and policies on a Linux-based platform part of a team responsible for the implementation of a complex audio subsystem.

Responsibilities:
•Implement and maintain audio services, binder interfaces, audio processing and mixing
•Implement and maintain APIs exposed to applications and other system services


Qualifications:

Required:

•Extensive experience (minimum 3 years) systems-level programming and debugging for Android, Linux, or Windows
•Extensive experience in C/C++
•Extensive experience in modifying Android Open Source Project (AOSP) 
•Experience with professional software design tools and techniques desired (this means, at a minimum: using Git, doing regular code reviews of your own and/or other people’s code, planning and operating in an Agile/Scrum type environment)
•Experience with other tools include:
• ◦Audio plug-in architectures
◦OpenSL-ES

•Experience in audio programming
•Good working knowledge of audio and acoustics
•Skilled at interfacing audio components
•Good knowledge of audio routing within Android

Preferred:
•Spatialized audio
•Speech recognition
•Wake-on-voice
•Acoustic echo cancellation and beamforming
•Voice over LTE (VoLTE)
•Algorithm optimization for DSPs
•Java
•C#
•Unity/Unreal game engines
•Wwise, FMod, and Fabric

Education:
•BA/BS in Computer Science or Electrical Engineering is required
•MS is preferred
","https://www.magicleap.com/#/job-post/497417","Games;Virtual Reality","C++;C;C#;Java","Bachelors;Masters","Computer Science;Electrical Engineering","DSP;Speech;Sound Design, Sound Engineering, Acoustics;Spatial Sound, 3D Sound, Higher Order Ambisonics (HOA), Head Related Transfer Functions (HRTF), Stereo Image Separation;Audio Plugins, AAX, VST;Telecommunications - 3GPP, 3GPP2, CDMA, GSM","Mixing;Echo Control","Unreal;Unity;Fabric;Wwise;FMOD;OpenSL ES;Android Audio","Agile","Linux;Windows;Android","https://docs.google.com/forms/d/e/1FAIpQLSd9q8gDIeBEIVYcRS94fiT5UIIToxiA1iZi60OPgrLLKLm4Ag/viewform?usp=form_confirm&edit2=2_ABaOnudk-gkmhbgDoiK9BvdWNA2fX3gYOPcyacC2KOdlE9TOiSTAeHvLiWwvyw"
"2017/07/31 6:43:12 PM AST","Sr. Acoustical Algorithm Engineer - Audio (UE) ","Logitech","Camas, WA","Description



The Role

Logitech has a rich legacy making products that revolutionize the way people enjoy music. From our Computer Speakers to Ultimate Ears Mobile Speakers to Jaybird Earphones and Logitech G Gaming Headsets, we're all about world-class sound in every form factor.


Our mobile speaker group seeking a self-motivated Acoustical Engineer to focus on audio algorithm development.  


Your Contribution

Be Yourself. Be Open. Stay Hungry and Humble. Collaborate. Challenge. Decide and just Do. These are the behaviors you’ll need for success at Logitech. In this role you will:
•Specify, prototype, and develop new audio signal processing algorithms for a variety of functions including:
•Music playback
•Voice
•Communication
•Support cross-functional product development teams including Electrical, Acoustical, and Firmware engineers, by providing easily reusable code, creating test specifications and performing objective validation of real time performance
•Administer objective and subjective evaluations
•Develop tools for other engineers to accelerate and improve product development



Requirements
•BS EE or CE (MS preferred) or related degree with emphasis on signal processing
•5+ years audio signal processing algorithm development experience
•Experience with NR, AEC, ANC, Compression, and psychoacoustics related algorithms
•Work with acoustical transfer functions
•Proficient in C, MATLAB, fixed/floating point DSP
•Audio hardware and critical listening
•Experience with Max MSP,  PureData or other real time Audio Plugin development is a bonus
","https://jobs.jobvite.com/careers/logitech/job/ohYg5fwk?__jvst=Job%20Board%20&__jvsd=Indeed","Music;Electronics;Mobile;Computer Hardware","C;Matlab","Bachelors;Masters","Electrical Engineering;Computer Engineering;Related Field;Digital Audio Signal Processing","DSP;Real-Time Concepts;Music Theory, Music Analysis, Feature Extraction, Audio Analysis;Sound Design, Sound Engineering, Acoustics;Audio Plugins, AAX, VST","Compression;Fixed Point, Floating Point","Max/MSP;PureData","Prototyping;Algorithms","","https://docs.google.com/forms/d/e/1FAIpQLSd9q8gDIeBEIVYcRS94fiT5UIIToxiA1iZi60OPgrLLKLm4Ag/viewform?usp=form_confirm&edit2=2_ABaOnud29iKq1i6UezHR0eGuWrKJQ39bM9oHk-5mbD5lVV0Ej94pLypLYq1DPQ"
"2017/07/31 6:47:07 PM AST","Sr. Firmware Engineer - DSP Audio (Assembly C) ","Logitech","Camas, WA","Description



The Role:

The Sr. Firmware DSP Engineer is an integral member of a global group that defines and develops from concept through production working with a cross functional Product Development team and overseas partners. The ideal candidate will have excellent communication skills, strong Audio DSP design background and embedded SW background with proven experience in product development. The candidate will be working in a growing DSP/Firmware engineering team, and interfacing with acoustic engineers regularly.                  


Your Contribution:

Move fast.  Speak up.  Decide and own.  Drive change.  Exceed customer needs.  These are some of the winning behaviors you’ll need for success at Logitech. In this role you will:
•Play a significant role in the product development and audio architecture definition for the next generation of products
•Architect new DSP systems and leverage prior work
•Ensure product meets the Marketing feature requirements and Industrial Design goals
•Collaborate with internal acoustic and firmware experts in the definition of audio architecture systems/subsystems, from early concepts thru prototypes to products
•Research new technologies, processes to meet product goals

                                                                                                                                                   

Key Qualifications:

For consideration, you must bring the following minimum skills and behaviors to our team:
•5+ years relevant industry experience in digital signal processing or communication for consumer electronic products.
•Excellent communication skills, both verbal and written
•Experience with C and assembly programming languages.
•Solid experience developing digital signal processing algorithms including IIR, FIR and adaptive filter designs for audio products
•Prior experience with code development for both DSP and generic embedded platforms 
•Strong analytical/problem solving skills and ability to use statistical tools and techniques with solid knowledge of Matlab
•Proficiency with lab equipment (oscilloscope, logic analyzer, etc)
•Flexible and comfortable working in a fast pace environment


In addition, preferable skills and behaviors include:
•CSR DSP (CSR8670/75)
•Hardware knowledge
•Experience working with wireless technologies such as Bluetooth and WiFi


Education:
•Bachelor’s Degree.
","https://jobs.jobvite.com/careers/logitech/job/oe6l3fws?__jvst=Job%20Board%20&__jvsd=Indeed","Electronics;Computer Hardware","C;Matlab;Assembly","","","DSP;Test Equipment: Digital Scopes;Bluetooth","","","Hardware - Embedded, System On a Chip (SoC), Microcontrollers, Driver, Kernel;Prototyping;Algorithms","","https://docs.google.com/forms/d/e/1FAIpQLSd9q8gDIeBEIVYcRS94fiT5UIIToxiA1iZi60OPgrLLKLm4Ag/viewform?usp=form_confirm&edit2=2_ABaOnucSqCgvJrCK_QnrwrzQsK0emBtf2L7O3sX5nWKTMM1uQkKcuAkg7Gt94Q"
"2017/07/31 6:52:50 PM AST","Sr. Electrical Engineering Manager - Music (UE)","Logitech","Camas, WA","Description



**The position is onsite in the Portland Area

**Willing to relocate the right candidate


THE ROLE:

The  Senior Electrical Engineering Manager leads a world-class team of electrical and RF engineering designers who are innovating and developing next generation audio products under the Logitech and Ultimate Ears brands. The ideal candidate will have a strong audio electronics background, be an innovative self-starter, a strong leader, and will have outstanding interpersonal and communication skills.


YOUR CONTRIBUTION:

Move fast. Speak up. Decide and own. Drive change. Exceed customer needs. These are some of the winning behaviors you’ll need for success at Logitech.

•Oversee the development, specification, design, and manufacturability of electrical subsystems including: audio amplifier, power management, RF, battery charge and safety systems, using digital and analog solutions


•Coordinate product design priorities, strategies, and deliverables


•Manage resources including:  recruiting, training, scheduling, coaching, appraisals, budget...


•Ensure solutions exceed feature requirements and consumer expectations


•Investigate new technologies and processes in order to maintain cutting edge design solutions and drive innovation


•Collaborate across disciplines with internal and external design partners from early concept through production life cycles


•Ensure team members follow directives, priorities, meet deliverable commitments on time and within budget


•Ensure compliance through collaboration with internal regulatory group and environmental standard specifications


•Collaborate with suppliers, engineers, 3rd party partners, and functional managers.


•Perform strategic planning and drive continuous improvements


•Conduct performance reviews and mentor staff


•Ensure completeness and accuracy of all released design documentation (schematics, drawings, specifications, PCB files, etc.)




YOUR QUALIFICATIONS:

For consideration, please bring the following minimum skills and behaviors:

•7+ years or equivalent experience in developing consumer electronic products and audio/acoustic design


•Experience working with overseas suppliers and vendors (ODM, CDM, CM models)


•Successful prior experience at managing a small electrical engineering team


•Track record in designing efficient electronic audio systems


•Strong knowledge of audio digital signal processing and RF systems


•Proficient in developing high volume consumer electronic designs


•Strong problem solving skills and ability to use statistical tools and techniques with knowledge of Matlab, OrCad schematic/simulation, Labview, etc…


•Flexibility and comfort working in a fast-paced environment that is evolving


•Exposure to one or more of the following disciplines: psychoacoustics, spatial audio processing, acoustic measurements, or audio quality evaluation


•Superior verbal and written communication skills, high level of cross-cultural competence in communicating effectively in a global environment




EDUCATION:

•Master’s Degree in Engineering or equivalent




OTHER PREFERABLE SKILLS INCLUDE:
•Technical aptitude around low power consumption, circuit paths, digital circuitry, RF bluetooth, wi-fi, 4GLTE
","https://jobs.jobvite.com/careers/logitech/job/oOpe5fwg?__jvst=Job%20Board%20&__jvsd=Indeed","Electronics;Computer Hardware","Matlab","Masters","Engineering;Related Field","DSP;Sound Design, Sound Engineering, Acoustics;Spatial Sound, 3D Sound, Higher Order Ambisonics (HOA), Head Related Transfer Functions (HRTF), Stereo Image Separation;RF;Telecommunications - 3GPP, 3GPP2, CDMA, GSM;Hardware Design (Analog, Mixed Signal);Electronic Diagrams;Simulation;Bluetooth","","","","","https://docs.google.com/forms/d/e/1FAIpQLSd9q8gDIeBEIVYcRS94fiT5UIIToxiA1iZi60OPgrLLKLm4Ag/viewform?usp=form_confirm&edit2=2_ABaOnucfSrs7n4aNajOFp-TypDRqN8dBbU8V5cfZyp_Pr6IYM1d_EnHKb-xZqQ"
"2017/07/31 6:55:25 PM AST","Sr. Technical Project Manager - Consumer Electronics (Music/Audio) ","Logitech"," Newark, CA","Description



The Role:
You will work on a team of technology professionals in our music group to build world-class music/speaker products. This role offers the opportunity to make great products by using your engineering aptitude along with strong interpersonal skills to drive product features to successful completion. Bring your knowledge and experience of audio electronics to make a big impact at a reputable organization with great brands and products consumers enjoy.



Your Contribution:

Be Yourself. Be Open. Stay Hungry and Humble. Collaborate. Challenge. Decide and just Do. These are the behaviors you’ll need for success at Logitech.


In this role you should have a proven successful track record of delivering high quality consumer electronic products on-time and should have a demonstrated ability to achieve stretch goals in an innovative and fast paced environment. The ideal candidate will have exceptional leadership skills built on a rock solid foundation of planning and risk management.
•Establish aggressive, but realistic schedules and cost targets ensuring that margin and product launch target dates are met
•Lead multiple worldwide product development teams spanning cross-geographies through the product life cycle process from concept to product delivery
•Communicate clearly and frequently with the direct development team as well as with the broader organization as appropriate.  This includes regular reporting of program status to multi-tiered audiences composed of team,  BU directors and executive staff audiences through executive review meetings and Gate meetings as prescribed by internal development processes
•Manage and implement programs involving cross-functional disciplines of Hardware (ME / EE), Acoustics, Firmware, Operations, Marketing, Commodity Management and Finance while driving execution with ODM/CDM finished good suppliers and/or in-house manufacturing
•Create, develop and manage program budget and product cost targets, staffing requirements, resource planning, schedule for program and product delivery
•Create risk management list and contingency plans. Decide upon and execute contingency plans, when required 
 


Key Qualifications:
•5 years of combined experience in Engineering and Project / Program Manager with involvement from initial concept through product delivery of high-volume consumer electronic products
•A strong technical background in audio hardware, firmware and embedded software engineering, architecture and design concepts (i.e. speakers, headphones, wi-fi, bluetooth)
•Capable of guiding process using hybrid Agile/SCRUM/Waterfall methodology
•Excellent interpersonal skills, including the ability to work across organizations and geographies and interact, influence and negotiate effectively with all levels of management
•​Experience with project management tools such as Jira, Confluence and Atlassian tool suite (or similar) to track development progress and interact with the team 


In addition, preferable skills and behaviors include:

•Technical expertise: WICED Platform, DSP, CSR chip, Wifi, Bluetooth audio platforms



Education:
•Bachelor of Science in an engineering or business related studies
•Master of Business Administration (MBA) or technical graduate degree a plus
•Formal Project Management training and Certification a plus (PMP) a plus
","https://jobs.jobvite.com/careers/logitech/job/o6OW4fwE?__jvst=Job%20Board%20&__jvsd=Indeed","Electronics;Computer Hardware","","Bachelors;Masters","Engineering;Business","DSP;Bluetooth","","","Architecture, Microservices, OOD, Design Patterns;Hardware - Embedded, System On a Chip (SoC), Microcontrollers, Driver, Kernel;Agile","","https://docs.google.com/forms/d/e/1FAIpQLSd9q8gDIeBEIVYcRS94fiT5UIIToxiA1iZi60OPgrLLKLm4Ag/viewform?usp=form_confirm&edit2=2_ABaOnuegn53aw09WgU-YzFpQ_tVVZWoO1SfP2B_e7NS72mTMIsTPIlryK7yw1A"
"2017/07/31 6:58:00 PM AST","Mobile App Developer - Audio/Music (iOS, Android) ","Logitech","Newark, CA","Description



The Role:

In this role, you will be a part of a product development team responsible for delivering dynamic Mobile Music Products. You will develop state-of-the-art consumer experiences using Android and iOS applications. The role offers a great opportunity to make a big impact by developing innovative technology while working with fellow Engineers who are passionate about building world-class audio/music products.


YOUR CONTRIBUTION:

Move fast.  Speak up.  Decide and own.  Drive change.  Exceed customer needs.  These are some of the winning behaviors you’ll need for success at Logitech.  In this role you will:


• Contribute to the design and/or specifications of our Mobile Music and audio products as part of a cross functional team.

•  Develop and document features for our Mobile Music and audio products


Your Skills:

For consideration, you must bring the following skills and behaviors to our team:

• Experience with software development team in an agile environment

• Proven experience with iOS and/or Android mobile application development

• Examples of previously developed mobile applications

• Masters in Computer Science

• Excellent communication skills

• Ability to work in a dynamic environment


The following skills or experience will be a plus:

• Experience developing high-volume mobile applications

• Experience with audio technology, music applications or Bluetooth accessories

• Previous experience developing mobile applications for platforms other than iOS or Android

• Previous experience developing desktop applications

• Previous experience developing web services
","https://jobs.jobvite.com/careers/logitech/job/orqM1fwo?__jvst=Job%20Board%20&__jvsd=Indeed","Music;Electronics;Mobile;Audio Technology;Computer Hardware","","Masters","Computer Science","Music Theory, Music Analysis, Feature Extraction, Audio Analysis;Bluetooth","","","Mobile","iOS;Android","https://docs.google.com/forms/d/e/1FAIpQLSd9q8gDIeBEIVYcRS94fiT5UIIToxiA1iZi60OPgrLLKLm4Ag/viewform?usp=form_confirm&edit2=2_ABaOnueFL8x-4z1g0CKFV9vkoOhHkdwuRJja6VxS8E26dDjfLH9BvdO9QnSs"
"2017/07/31 7:00:57 PM AST","Firmware Engineer","Logitech","Newark, CA","Description



The Role:

Design, program, debug and modify Bluetooth firmware typically for CSR Bluetooth Chips. Work requires strong knowledge in Bluetooth profiles, C, assembly language, and familiarity with hardware design.

                

Your Contribution: 

In this role you will:
•Design and develop firmware for Bluetooth products.
•Define and implement high performance software and firmware by leveraging a strong understanding of embedded hardware design.
•Analyze and provide feedback on peer designs in an open and collaborative design review forum.
•Actively participate on, and at times leads, cross-functional teams to develop new devices as well as address design issues or maintenance of existing products.
•Evaluate product non-conformances and recommend design modifications.
•Evaluate, test, and review firmware to determine if program will perform according to requirements and specifications.
•Maintain accurate records throughout the development process in order to comply with company and government standards and/or regulations.

       

Qualifications:

For consideration, you must bring the following skills and behaviors to our team:

Minimum Required Education & Experience: 
•Bachelor’s degree in Computer Science, Electrical Engineering, or other relevant discipline or equivalent combination of education and experience.
•Experienced in C language development in an embedded environment
•Experience in programing for Bluetooth embedded systems
•Knowledge and experience with different processors
•Experience working with various communication and control protocols including UART, SPI, I2C, I2S, USB
•Ability to read and understand circuits and hardware
•Strong communication skills with the ability to work with all levels of the organization
•Strong documentation skills


Preferred skills:
•Experience with Bluetooth and Bluetooth Low Energy profiles and protocol stack
•Experience with CSR Bluetooth products and development tools
•Experience with real-time operating systems
•Experience with real-time signal processing and hardware
•Experience with analog and digital hardware
•Experience with low power wireless devices
•Software development experience in an embedded environment for audio devices
","https://jobs.jobvite.com/careers/logitech/job/oDYc4fwB?__jvst=Job%20Board%20&__jvsd=Indeed","Electronics;Computer Hardware","C","Bachelors","Computer Science;Electrical Engineering;Related Field","DSP;Real-Time Concepts;Hardware Design (Analog, Mixed Signal);Bluetooth","","","Hardware - Embedded, System On a Chip (SoC), Microcontrollers, Driver, Kernel","","https://docs.google.com/forms/d/e/1FAIpQLSd9q8gDIeBEIVYcRS94fiT5UIIToxiA1iZi60OPgrLLKLm4Ag/viewform?usp=form_confirm&edit2=2_ABaOnufGQg9kjoekY8iuE6-uIENYTVzoMvViLGWgshpOfzE-yCqEAs4pAZKunw"
"2017/07/31 7:03:55 PM AST","Principal Development Engineer - Ultimate Ears (UE) ","Logitech","Camas, WA","Description



The Role:

The Advanced Technology Development group at Logitech Ultimate Ears is responsible for identifying new technologies that will keep LUE products competitive in the marketplace, and quickly maturing those into platforms so they can be handed off to a product development team for inclusion in a product.  Functions will be:

•Thoroughly evaluate and report on applicable new technologies from technology partners


•Develop technologies and platforms identified by management and marketing as essential for future products


•Developing proof of concepts that allow marketing to better evaluate a technology or platform’s market potential



Your Contribution:

Be Yourself. Be Open. Stay Hungry and Humble. Collaborate. Challenge. Decide and just Do. These are the behaviors you’ll need for success at Logitech. This role will be highly visible as it will be interacting with marketing, engineering, program management, executive leadership, partners, and customers.  As such, excellent verbal, written, communication, and presentation skills are required. 


The role will require that the individual be a self-starter, self-motivated, passionate, do-it-all type of person who is comfortable owning a project start to finish with limited access to additional resources. Creativity, cleverness, thriftiness, and speed are attributes needed to be successful in this role.  Additionally, diligence and thoroughness are essential. 


The technology development team is a small, nimble, and dynamic team that work in sprints.  Prototyping is an essential output. The position will require skills in constructing and assembling prototypes – Skills in coding, soldering, mechanical assembly, and quickly Macgyver-ing things together.  


This position reports to the Technology Strategy Director.


Key Qualifications:

For consideration, you must bring the following minimum skills and behaviors or our team:
•10+ years of experience prototyping and developing electronic hardware with an emphasis on audio speakers, embedded systems, signal processing, wireless, and power electronics.  

•Embedded systems - ARM, MIPS and other platforms suitable for IoT and mobile connected devices


•Experience in Bluetooth Classic Audio, Bluetooth Low Energy, WiFi connected devices, and streaming audio technologies


•Experience in hardware development for IOT and/or mobile connected smart devices


•Experience developing audio products highly desired


•Experience in battery management, power management, audio signal processing, and audio power amplification desired



In addition, preferable skills and behaviors include:

•Coding in C++; experience in developing within Linux, Android, and real-time operating systems (RTOS)


•Experience in creating apps in iOS and Android 

","https://jobs.jobvite.com/careers/logitech/job/oyn24fwL?__jvst=Job%20Board%20&__jvsd=Indeed","Electronics;Computer Hardware","C++","","","DSP;Real-Time Concepts;Audio Transmission;Transducers (Microphones, Speakers, etc);Bluetooth","","","Hardware - Embedded, System On a Chip (SoC), Microcontrollers, Driver, Kernel;Prototyping","iOS;Linux;Android","https://docs.google.com/forms/d/e/1FAIpQLSd9q8gDIeBEIVYcRS94fiT5UIIToxiA1iZi60OPgrLLKLm4Ag/viewform?usp=form_confirm&edit2=2_ABaOnudB_JzJh1NzRqNs0oejFS5BH2tVKfbNtIiy569JJBYCmRRleVZjvHbNQw"
"2017/08/01 10:58:08 AM AST","Senior Audio Software Engineer","OSSIC Corporation","San Diego, CA","Senior Audio Software Engineer 
OSSIC Corporation - San Diego, CA 
 Contract


About OSSIC

OSSIC is a San Diego based audio technology company that delivers hardware and software solutions for immersive audio. We use sensors to calibrate to the listener’s unique anatomy, enabling accurate 3D audio with headphones and earphones for all types of media, including: Music, Film, 360 Video, Games and Virtual Reality.

The Opportunity

We are looking to employ a Senior Audio Software Engineer on a contract basis for an immediate start. This position will be focused on the integration of existing and new audio code into plugins for the main audio middleware, game engine platforms (Wwise, FMOD, Unity, Unreal etc) and other platforms. Here at OSSIC, we're looking for a highly motivated, daring person, with strong attention to detail..

Qualification and Required Skills: 
•BSc. or MSc. in Computer Science or related disciplines
•Experience working with and writing plugins for third-party audio middleware API such as Wwise and FMOD
•Solid understanding of DSP including realtime audio processing
•Experience developing on PC, Mac, and Next Gen Console gaming platforms
•Experience programming in C, C++, Matlab
•Ability to communicate complex ideas across a dynamic team of peers
•Excellent teamwork and the ability to constructively review code
•Passion for 3D audio

Due to the nature of this position, remote work is not available.

Immediate start. Compensation based on experience.

Job Type: Contract
 
","https://www.indeed.com/cmp/OSSIC-Corporation/jobs/Senior-Audio-Software-Engineer-496905555c46c4ca?q=OSSIC","Games;Music;Electronics;Audio Technology;Virtual Reality","C++;C;Matlab","Bachelors","Computer Science;Related Field","DSP;Real-Time Concepts;Spatial Sound, 3D Sound, Higher Order Ambisonics (HOA), Head Related Transfer Functions (HRTF), Stereo Image Separation;Audio Plugins, AAX, VST","","Unreal;Unity;Wwise;FMOD","Games","Windows;OS X","https://docs.google.com/forms/d/e/1FAIpQLSd9q8gDIeBEIVYcRS94fiT5UIIToxiA1iZi60OPgrLLKLm4Ag/viewform?usp=form_confirm&edit2=2_ABaOnufCSa2mP3-2ItpRFsUUTAyLgOhy0ghk9do8XU5hcntufQj8tzElzeS94A"
"2017/08/01 11:06:29 AM AST","Senior Speech Research & Development Engineer","Digital Voice Systems, Inc.","Westford, MA","Senior Speech Research & Development Engineer 
Digital Voice Systems, Inc. - Westford, MA 01886 


Digital Voice Systems, Inc. (DVSI) is seeking a qualified Senior Speech Research & Development Engineer at its corporate office in Westford, Massachusetts. This is a great opportunity for an individual to join a team of world class engineers in providing high quality voice compression products that have been integrated into communication systems worldwide. As part of a small group of engineers, the ideal candidate will play a key role in the research and development of DVSI's next generation voice compression products.

Job Requirements and Responsibilities
•Knowledge of digital audio compression, codecs and acoustics.
•Knowledge of speech models and speech model parameters estimation methods.
•Knowledge of speech parameter coding techniques.
•Knowledge of speech analysis/synthesis systems.
•Experience with algorithm development such as echo cancellation and noise reduction
•Knowledge of error correction and mitigation methods.
•Knowledge of programming languages, i.e. C/C++, Matlab etc.

Essential Qualifications
•Advanced Degree in Electrical Engineering or Software Engineering with an emphasis in Signal Processing (or equivalent).
•Research and product development experience designing and implementing audio compression technologies and methods.
•US. Citizenship or Permanent Residency required.

Compensation: 
•Competitive Salary
•Benefits Package
•Excellent Working Environment

Company Background

Founded in 1988, Digital Voice Systems, Inc. (DVSI) is the world leader in the development of low data rate, high-quality speech compression products for use in digital mobile radio, satellite and other wireless communication systems. DVSI’s patented line of Multi-Band Excitation vocoders have been successfully implemented in a full range of private and standards-based digital communication systems worldwide.

Job Type: Full-time
 
","https://www.indeed.com/cmp/Digital-Voice-Systems,-Inc./jobs/Senior-Speech-Research-Development-Engineer-eb0e5933e13a06bb?sjdu=QwrRXKrqZ3CNX5W-O9jEvUUdXQhhKNOAMcM5flKILoj-SZItLlpinophjo1ftkty3pEuW2SewvbQIgT5qai6c5xXauW2JxcVxaXgof9g-L5T8yZfTjqQ_lJolLnU7Hg4","Communications;Electronics;Voice / Speech","C++;C;Matlab","Masters;PhD","Electrical Engineering;Related Field;Digital Audio Signal Processing;Software Engineering","Audio Formats (Transcoding, Codec);Speech;Sound Design, Sound Engineering, Acoustics","Echo Control;Noise;Compression","","","","https://docs.google.com/forms/d/e/1FAIpQLSd9q8gDIeBEIVYcRS94fiT5UIIToxiA1iZi60OPgrLLKLm4Ag/viewform?usp=form_confirm&edit2=2_ABaOnuc2rTCpsIa2KpHYn258WeIxKLX5GE8MN5ZlYXp-NcSyB69Ew_kIbHg3aw"
